"Property ID","Address Detail PID","Property Name","Address Detail Name"
101137,GASA_718981406,"5 Wyatt Street, Lightsview, SA 5085","5 WYATT STREET LIGHTSVIEW SA"
101138,GANSW718438663,"5 Huntington Street, Ropes Crossing, NSW 2760","5 HUNTINGTON STREET ROPES CROSSING NSW"
101139,GANSW718191338,"5 Daylesford Close, Ropes Crossing, NSW 2760","5 DAYLESFORD CLOSE ROPES CROSSING NSW"
101140,GANSW718312117,"5 Harding Close, Ropes Crossing, NSW 2760","5 HARDING CLOSE ROPES CROSSING NSW"
101141,GANSW718311054,"5 Finsbury Circuit, Ropes Crossing, NSW 2760","5 FINSBURY CIRCUIT ROPES CROSSING NSW"
101142,GAQLD425750844,"5 Honeypot Avenue, Springfield Lakes, QLD 4300","LOT 508 5 HONEYPOT AVENUE SPRINGFIELD LAKES QLD"
101143,GAQLD425173895,"5 Geraldton Street, Springfield Lakes, QLD 4300","LOT 511 5 GERALDTON STREET SPRINGFIELD LAKES QLD"
101144,GAQLD425176156,"5 Wild Iris Terrace, Springfield Lakes, QLD 4300","LOT 524 5 WILD IRIS TERRACE SPRINGFIELD LAKES QLD"
101145,GAVIC719439434,"5 Bandon Road, Weir Views, VIC 3338","5 BANDON ROAD WEIR VIEW    S VIC"
101146,GAVIC719422424,"5 Glenelly Street, Weir Views, VIC 3338","5 GLENELLY STREET WEIR VIEWS VIC"
101147,GAVIC719409738,"5 Mourne Street, Weir Views, VIC 3338","5 MOURNE STREET WEIR VIEWS VIC"
101148,GAVIC719424557,"5 Nore Crescent, Weir Views, VIC 3338","5 NORE CRESCENT WEIR VIEWS VIC"
101149,GAVIC719437281,"5 Castletown Boulevard, Weir Views, VIC 3338","5 CASTLETOWN BOULEVARD WEIR VIEWS VIC"
101150,GAVIC719430910,"5 Avonmore Way, Weir Views, VIC 3338","5 AVONMORE WAY WEIR VIEWS VIC"
101151,GAVIC719441524,"5 Barron Way, Weir Views, VIC 3338","5 BARRON WAY WEIR VIEWS VIC"
101152,GAVIC719411929,"5 Erne Mews, Weir Views, VIC 3338","5 ERNE MEWS WEIR VIEWS VIC"
101153,GAVIC719428824,"5 Tetbury Avenue, Weir Views, VIC 3338","5 TETBURY AVENUE WEIR VIEWS VIC"
101154,GAVIC719414007,"5 Longford Crescent, Weir Views, VIC 3338","5 LONGFORD CRESCENT WEIR VIEWS VIC"
101155,GAVIC719433066,"5 Welland Road, Weir Views, VIC 3338","5 WELLAND ROAD WEIR VIEWS VIC"
101157,GAVIC719414014,"5 Stoneford Chase, Weir Views, VIC 3338","5 STONEFORD CHASE WEIR VIEWS VIC"
101158,GANSW718423082,"5 Saltbush Circuit, Ropes Crossing, NSW 2760","5 SALTBUSH CIRCUIT ROPES CROSSING NSW"
101159,GANSW718558413,"5 Cowra Place, Ropes Crossing, NSW 2760","5 COWRA PLACE ROPES CROSSING NSW"
101160,GANSW718427172,"5 Tussock Street, Ropes Crossing, NSW 2760","5 TUSSOCK STREET ROPES CROSSING NSW"
101161,GANSW718455655,"5 Bugle Street, Ropes Crossing, NSW 2760","5 BUGLE STREET ROPES CROSSING NSW"
101162,GANSW718416880,"5 Moluccana Crescent, Ropes Crossing, NSW 2760","5 MOLUCCANA CRESCENT ROPES CROSSING NSW"
101163,GANSW718544137,"5 Semaphore Street, Ropes Crossing, NSW 2760","5 SEMAPHORE STREET ROPES CROSSING NSW"
101165,GANSW718532835,"5 Middleton Lane, Gregory Hills, NSW 2557","5 MIDDLETON LANE GREGORY HILLS NSW"
101166,GANSW718420696,"5 Pondhawk Street, Chisholm, NSW 2322","5 PONDHAWK STREET CHISHOLM NSW"
101167,GAQLD425129458,"5 Peppermint Court, Springfield Lakes, QLD 4300","LOT 2143 5 PEPPERMINT COURT SPRINGFIELD LAKES QLD"
101168,GAVIC425026314,"5 Pyrenees Road, Clyde, VIC 3978","5 PYRENEES ROAD CLYDE VIC"
101169,GAVIC425029815,"5 Teviot Street, Clyde, VIC 3978","5 TEVIOT STREET CLYDE VIC"
101170,GAVIC425020014,"5 Kingfisher Court, Lara, VIC 3212","5 KINGFISHER COURT LARA VIC"
101171,GAQLD424983568,"5 Conimbla Crescent, Waterford, QLD 4133","LOT 173 5 CONIMBLA CRESCENT WATERFORD QLD"
101172,GAQLD425060124,"5 Wongabel Close, Waterford, QLD 4133","LOT 759 5 WONGABEL CLOSE WATERFORD QLD"
101173,GASA_425255592,"Unit C/5 Mansfield Parade, Blakeview, SA 5114","5 MANSFIELD PARADE BLAKEVIEW SA"
101174,GAQLD425135394,"5 Wylie Court, Springfield Lakes, QLD 4300","LOT 2458 5 WYLIE COURT SPRINGFIELD LAKES QLD"
101175,GAVIC424967403,"5 Hill Farm Drive, Clyde, VIC 3978","5 HILL FARM DRIVE CLYDE VIC"
101176,GAVIC425559185,"5 Cradle Avenue, Clyde, VIC 3978","5 CRADLE AVENUE CLYDE VIC"
101177,GAVIC424873306,"5 Bimberry Circuit, Clyde, VIC 3978","5 BIMBERRY CIRCUIT CLYDE VIC"
101178,GANSW718469811,"5 Bluey Street, Middleton Grange, NSW 2171","5 BLUEY STREET MIDDLETON GRANGE NSW"
101180,GANSW718470507,"5 Dunell Street, Middleton Grange, NSW 2171","5 DUNELL STREET MIDDLETON GRANGE NSW"
101181,GANSW718400094,"5 Bartlett Street, Ropes Crossing, NSW 2760","5 BARTLETT STREET ROPES CROSSING NSW"
101182,GAVIC425158300,"5 Cygnet Court, Lara, VIC 3212","5 CYGNET COURT LARA VIC"
101183,GAVIC425172380,"5 Yoorok Drive, Lara, VIC 3212","5 YOOROK DRIVE LARA VIC"
101184,GANSW718418559,"5 Northridge Road, Jordan Springs, NSW 2747","5 NORTHRIDGE ROAD JORDAN SPRINGS NSW"
101185,GANSW718417889,"5 Nelson Street, Jordan Springs, NSW 2747","5 NELSON STREET JORDAN SPRINGS NSW"
101186,GANSW718416965,"5 Montague Drive, Jordan Springs, NSW 2747","5 MONTAGUE DRIVE JORDAN SPRINGS NSW"
101187,GANSW718402646,"5 Buchanan Street, Jordan Springs, NSW 2747","5 BUCHANAN STREET JORDAN SPRINGS NSW"
101188,GAVIC424755381,"5 Leahy Drive, Bundoora, VIC 3083","5 LEAHY DRIVE BUNDOORA VIC"
101189,GASA_718981160,"5 Broadway Avenue, Lightsview, SA 5085","5 BROADWAY AVENUE LIGHTSVIEW SA"
101190,GANSW718500813,"5 Sinclair Parade, Jordan Springs, NSW 2747","5 SINCLAIR PARADE JORDAN SPRINGS NSW"
101191,GANSW718500705,"5 Sharp Avenue, Jordan Springs, NSW 2747","5 SHARP AVENUE JORDAN SPRINGS NSW"
101192,GANSW718494060,"5 Fleet Avenue, Jordan Springs, NSW 2747","5 FLEET AVENUE JORDAN SPRINGS NSW"
101193,GANSW718500671,"5 Server Avenue, Jordan Springs, NSW 2747","5 SERVER AVENUE JORDAN SPRINGS NSW"
101194,GANSW718493021,"5 Cropton Street, Jordan Springs, NSW 2747","5 CROPTON STREET JORDAN SPRINGS NSW"
101195,GANSW718500631,"5 Scarborough Rise, Jordan Springs, NSW 2747","5 SCARBOROUGH RISE JORDAN SPRINGS NSW"
101196,GAWA_718447905,"5 Bellini Gardens, Alkimos, WA 6038","5 BELLINI GARDENS ALKIMOS WA"
101197,GAVIC425025386,"5 Pearson Place, Melton South, VIC 3338","5 PEARSON PLACE MELTON SOUTH VIC"
101198,GAVIC425016512,"5 Forde Avenue, Melton South, VIC 3338","5 FORDE AVENUE MELTON SOUTH VIC"
101199,GAVIC425015916,"5 Exon Street, Melton South, VIC 3338","5 EXON STREET MELTON SOUTH VIC"
101200,GAVIC425006102,"5 Abbott Street, Melton South, VIC 3338","5 ABBOTT STREET MELTON SOUTH VIC"
101201,GAVIC425018187,"5 Harper Street, Melton South, VIC 3338","5 HARPER STREET MELTON SOUTH VIC"
101202,GANSW718435139,"5 Voyager Street, Gregory Hills, NSW 2557","5 VOYAGER STREET GREGORY HILLS NSW"
101203,GANSW718431606,"5 Galileo Street, Gregory Hills, NSW 2557","5 GALILEO STREET GREGORY HILLS NSW"
101204,GANSW718406796,"5 Discovery Circuit, Gregory Hills, NSW 2557","5 DISCOVERY CIRCUIT GREGORY HILLS NSW"
101205,GANSW718432094,"5 Hubble Street, Gregory Hills, NSW 2557","5 HUBBLE STREET GREGORY HILLS NSW"
101206,GANSW718420453,"5 Pioneer Street, Gregory Hills, NSW 2557","5 PIONEER STREET GREGORY HILLS NSW"
101207,GANSW718504915,"5 Freedom Street, Gregory Hills, NSW 2557","5 FREEDOM STREET GREGORY HILLS NSW"
101208,GANSW718504957,"5 Gemini Street, Gregory Hills, NSW 2557","5 GEMINI STREET GREGORY HILLS NSW"
101209,GANSW718504670,"5 Enterprise Street, Gregory Hills, NSW 2557","5 ENTERPRISE STREET GREGORY HILLS NSW"
101210,GASA_425354423,"5 Hartley Walk, Gawler East, SA 5118","5 HARTLEY WALK GAWLER EAST SA"
101211,GAVIC719433724,"5 Armstrong Walk, Fraser Rise, VIC 3336","5 ARMSTRONG WALK FRASER RISE VIC"
101212,GASA_718984439,"5 Twigden Lane, Lightsview, SA 5085","5 TWIGDEN LANE LIGHTSVIEW SA"
101213,GAVIC425231587,"5 Ranfurlie Boulevard, Cranbourne West, VIC 3977","5 RANFURLIE BOULEVARD CRANBOURNE WEST VIC"
101214,GAVIC425229886,"5 Monique Rose Drive, Cranbourne West, VIC 3977","5 MONIQUE ROSE DRIVE CRANBOURNE WEST VIC"
101215,GANSW718536344,"5 Viking Street, Gregory Hills, NSW 2557","5 VIKING STREET GREGORY HILLS NSW"
101216,GANSW718684140,"5 Apollo Place, Gregory Hills, NSW 2557","5 APOLLO PLACE GREGORY HILLS NSW"
101217,GANSW718529521,"5 Explorer Street, Gregory Hills, NSW 2557","5 EXPLORER STREET GREGORY HILLS NSW"
101218,GANSW718796890,"5 Atlantis Crescent, Gregory Hills, NSW 2557","5 ATLANTIS CRESCENT GREGORY HILLS NSW"
101219,GAVIC425010583,"5 Cavell Drive, Craigieburn, VIC 3064","5 CAVELL DRIVE CRAIGIEBURN VIC"
101220,GANSW718443141,"5 The Straight , Oran Park, NSW 2570","5 THE STRAIGHT ORAN PARK NSW"
101221,GANSW718421875,"5 Reed Street, Oran Park, NSW 2570","5 REED STREET ORAN PARK NSW"
101222,GANSW718411817,"5 Horsley Circuit, Oran Park, NSW 2570","5 HORSLEY CIRCUIT ORAN PARK NSW"
101223,GANSW718398981,"5 Ambrose Street, Oran Park, NSW 2570","5 AMBROSE STREET ORAN PARK NSW"
101224,GANSW718399398,"5 Ashby Street, Oran Park, NSW 2570","5 ASHBY STREET ORAN PARK NSW"
101225,GAVIC719441028,"5 Marble Drive, Cobblebank, VIC 3338","5 MARBLE DRIVE COBBLEBANK VIC"
101226,GAVIC719428427,"5 Alabaster Avenue, Cobblebank, VIC 3338","5 ALABASTER AVENUE COBBLEBANK VIC"
101227,GAVIC719415600,"5 Jasper Way, Cobblebank, VIC 3338","5 JASPER WAY COBBLEBANK VIC"
101228,GAVIC719430322,"5 Maryburgh Road, Cobblebank, VIC 3338","5 MARYBURGH ROAD COBBLEBANK VIC"
101229,GAVIC719424020,"5 Amber Way, Cobblebank, VIC 3338","5 AMBER WAY COBBLEBANK VIC"
101230,GAVIC425019232,"5 Illawarra Avenue, Clyde, VIC 3978","5 ILLAWARRA AVENUE CLYDE VIC"
101231,GAVIC425025416,"5 Pelion Avenue, Clyde, VIC 3978","5 PELION AVENUE CLYDE VIC"
101233,GAWA_718452652,"5 Sistene Street, Baldivis, WA 6171","5 SISTENE STREET BALDIVIS WA"
101234,GANSW718531756,"5 Killuna Way, Jordan Springs, NSW 2747","5 KILLUNA WAY JORDAN SPRINGS NSW"
101235,GANSW718529235,"5 Elimatta Avenue, Jordan Springs, NSW 2747","5 ELIMATTA AVENUE JORDAN SPRINGS NSW"
101236,GANSW718532910,"5 Milpera Street, Jordan Springs, NSW 2747","5 MILPERA STREET JORDAN SPRINGS NSW"
101238,GANSW718530997,"5 Illoura Way, Jordan Springs, NSW 2747","5 ILLOURA WAY JORDAN SPRINGS NSW"
101239,GANSW718525616,"5 Adina Street, Jordan Springs, NSW 2747","5 ADINA STREET JORDAN SPRINGS NSW"
101240,GAVIC424020316,"5 Alysha Avenue, Lyndhurst, VIC 3975","5 ALYSHA AVENUE LYNDHURST VIC"
101241,GAVIC424021979,"5 Brookwater Parade, Lyndhurst, VIC 3975","5 BROOKWATER PARADE LYNDHURST VIC"
101242,GAVIC424033420,"5 Patrick Close, Lyndhurst, VIC 3975","5 PATRICK CLOSE LYNDHURST VIC"
101243,GAVIC424030112,"5 Lissy Grove, Lyndhurst, VIC 3975","5 LISSY GROVE LYNDHURST VIC"
101244,GAVIC424248842,"5 Watt Place, Lyndhurst, VIC 3975","5 WATT PLACE LYNDHURST VIC"
101245,GAVIC424543166,"5 Noremac Grove, Lyndhurst, VIC 3975","5 NOREMAC GROVE LYNDHURST VIC"
101246,GAVIC424548407,"5 Windmill Circuit, Lyndhurst, VIC 3975","5 WINDMILL CIRCUIT LYNDHURST VIC"
101247,GAVIC424443910,"5 Colendy Close, Lyndhurst, VIC 3975","5 COLENDY CLOSE LYNDHURST VIC"
101248,GAVIC424447257,"5 Gregson Grove, Lyndhurst, VIC 3975","5 GREGSON GROVE LYNDHURST VIC"
101249,GAVIC424490516,"5 Egan Lane, Lyndhurst, VIC 3975","5 EGAN LANE LYNDHURST VIC"
101250,GAVIC424247196,"5 Sunnybrook Way, Lyndhurst, VIC 3975","5 SUNNYBROOK WAY LYNDHURST VIC"
101251,GAVIC424242881,"5 Mermaid Grove, Lyndhurst, VIC 3975","5 MERMAID GROVE LYNDHURST VIC"
101252,GAVIC424248796,"5 WaterHaven Way, Lyndhurst, VIC 3975","5 WATERHAVEN WAY LYNDHURST VIC"
101253,GAVIC424030187,"5 Locky Grove, Lyndhurst, VIC 3975","5 LOCKY GROVE LYNDHURST VIC"
101255,GAVIC425090488,"5 River Rose Street, Greenvale, VIC 3059","5 RIVER ROSE STREET GREENVALE VIC"
101257,GAVIC719438075,"5 Sarenne Way, Fraser Rise, VIC 3336","5 SARENNE WAY FRASER RISE VIC"
101258,GAVIC719417036,"5 Gordes Street, Fraser Rise, VIC 3336","5 GORDES STREET FRASER RISE VIC"
101259,GANSW718526219,"5 Bartlett Street, Oran Park, NSW 2570","5 BARTLETT STREET ORAN PARK NSW"
101260,GANSW718558917,"5 Dowson Street, Oran Park, NSW 2570","5 DOWSON STREET ORAN PARK NSW"
101261,GANSW718558746,"5 Debenham Street, Oran Park, NSW 2570","5 DEBENHAM STREET ORAN PARK NSW"
101262,GANSW718562425,"5 Leeds Street, Oran Park, NSW 2570","5 LEEDS STREET ORAN PARK NSW"
101263,GANSW718562451,"5 Leffler Street, Oran Park, NSW 2570","5 LEFFLER STREET ORAN PARK NSW"
101264,GAVIC425164237,"5 Lygon Drive, Craigieburn, VIC 3064","5 LYGON DRIVE CRAIGIEBURN VIC"
101265,GAVIC425160725,"5 Furlong Street, Craigieburn, VIC 3064","5 FURLONG STREET CRAIGIEBURN VIC"
101266,GAVIC719435566,"5 Atherstone Boulevard, Strathtulloh, VIC 3338","5 ATHERSTONE BOULEVARD STRATHTULLOH VIC"
101267,GAVIC719410140,"5 Halford Way, Strathtulloh, VIC 3338","5 HALFORD WAY STRATHTULLOH VIC"
101268,GAVIC719436700,"5 Avebury Drive, Cobblebank, VIC 3338","5 AVEBURY DRIVE COBBLEBANK VIC"
101269,GAVIC719409332,"5 Opal Street, Cobblebank, VIC 3338","5 OPAL STREET COBBLEBANK VIC"
101270,GANSW718243037,"5 Neil Place, Oran Park, NSW 2570","5 NEIL PLACE ORAN PARK NSW"
101271,GAVIC425092560,"5 Trillium Boulevard, Mickleham, VIC 3064","5 TRILLIUM BOULEVARD MICKLEHAM VIC"
101272,GANSW718506090,"5 Jardine Close, Gledswood Hills, NSW 2557","5 JARDINE CLOSE GLEDSWOOD HILLS NSW"
101273,GAVIC425162503,"5 Hues Street, Mickleham, VIC 3064","5 HUES STREET MICKLEHAM VIC"
101274,GAVIC425157123,"5 Celeste Street, Mickleham, VIC 3064","5 CELESTE STREET MICKLEHAM VIC"
101275,GAVIC425168414,"5 Riverstone Boulevard, Clyde North, VIC 3978","5 RIVERSTONE BOULEVARD CLYDE NORTH VIC"
101276,GAVIC425160372,"5 Flowerbloom Crescent, Clyde North, VIC 3978","5 FLOWERBLOOM CRESCENT CLYDE NORTH VIC"
101277,GAVIC425232450,"5 Sloane Square, Drouin, VIC 3818","5 SLOANE SQUARE DROUIN VIC"
101278,GAVIC425154799,"5 Aura Street, Clyde North, VIC 3978","5 AURA STREET CLYDE NORTH VIC"
101279,GAVIC719412561,"5 Boyd Lane, Fraser Rise, VIC 3336","5 BOYD LANE FRASER RISE VIC"
101280,GAVIC425155835,"5 Bloom Avenue, Greenvale, VIC 3059","5 BLOOM AVENUE GREENVALE VIC"
101281,GAWA_718487338,"5 Tinos Lane, Alkimos, WA 6038","5 TINOS LANE ALKIMOS WA"
101282,GAWA_718484132,"5 Elda Way, Alkimos, WA 6038","5 ELDA WAY ALKIMOS WA"
101283,GAWA_718451989,"5 Portobello Bend, Alkimos, WA 6038","5 PORTOBELLO BEND ALKIMOS WA"
101284,GAQLD425242237,"5 Topaz Crescent, Logan Reserve, QLD 4133","LOT 16 5 TOPAZ CRESCENT LOGAN RESERVE QLD"
101285,GAQLD425236839,"5 Alabaster Drive, Logan Reserve, QLD 4133","LOT 21 5 ALABASTER DRIVE LOGAN RESERVE QLD"
101286,GAQLD425241975,"5 Springrise Place, Yarrabilba, QLD 4207","LOT 75 5 SPRINGRISE PLACE YARRABILBA QLD"
101287,GAQLD425242060,"5 Summerview Avenue, Yarrabilba, QLD 4207","LOT 90 5 SUMMERVIEW AVENUE YARRABILBA QLD"
101288,GAQLD425242101,"5 Tallwoods Circuit, Yarrabilba, QLD 4207","LOT 96 5 TALLWOODS CIRCUIT YARRABILBA QLD"
101289,GAQLD425242269,"5 Treetops Street, Yarrabilba, QLD 4207","LOT 14 5 TREETOPS STREET YARRABILBA QLD"
101290,GAQLD425239142,"5 Grasslands Street, Yarrabilba, QLD 4207","LOT 24 5 GRASSLANDS STREET YARRABILBA QLD"
101291,GAQLD425242539,"5 Wildflower Street, Yarrabilba, QLD 4207","LOT 45 5 WILDFLOWER STREET YARRABILBA QLD"
101292,GAQLD425237020,"5 Autumnfield Avenue, Yarrabilba, QLD 4207","LOT 3 5 AUTUMNFIELD AVENUE YARRABILBA QLD"
101293,GAQLD425239334,"5 Huggins Avenue, Yarrabilba, QLD 4207","LOT 402 5 HUGGINS AVENUE YARRABILBA QLD"
101294,GAQLD425238898,"5 Fulmer Street, Yarrabilba, QLD 4207","LOT 405 5 FULMER STREET YARRABILBA QLD"
101295,GAVIC425273667,"5 Chatsworth Way, Curlewis, VIC 3222","5 CHATSWORTH WAY CURLEWIS VIC"
101296,GAVIC425276374,"5 Emu Bush Drive, Cranbourne West, VIC 3977","5 EMU BUSH DRIVE CRANBOURNE WEST VIC"
101297,GAVIC425275345,"5 Crowe Avenue, Cranbourne West, VIC 3977","5 CROWE AVENUE CRANBOURNE WEST VIC"
101298,GAVIC425276937,"5 Florence Place, Sunshine West, VIC 3020","5 FLORENCE PLACE SUNSHINE WEST VIC"
101299,GANSW718561068,"5 Hawker Close, Chisholm, NSW 2322","5 HAWKER CLOSE CHISHOLM NSW"
101300,GANSW718563447,"5 Mistfly Street, Chisholm, NSW 2322","5 MISTFLY STREET CHISHOLM NSW"
101301,GANSW718554239,"5 Arrowtail Street, Chisholm, NSW 2322","5 ARROWTAIL STREET CHISHOLM NSW"
101303,GAWA_718449364,"5 Fairgrounds Parkway, Alkimos, WA 6038","5 FAIRGROUNDS PARKWAY ALKIMOS WA"
101304,GAWA_718448790,"5 Columbia Crescent, Alkimos, WA 6038","5 COLUMBIA CRESCENT ALKIMOS WA"
101305,GAVIC425168989,"5 Seashell Place, Curlewis, VIC 3222","5 SEASHELL PLACE CURLEWIS VIC"
101306,GAVIC425566312,"5 Nebula Crescent, Mickleham, VIC 3064","5 NEBULA CRESCENT MICKLEHAM VIC"
101307,GANSW718526637,"5 Binalong Street, Jordan Springs, NSW 2747","5 BINALONG STREET JORDAN SPRINGS NSW"
101308,GANSW718533780,"5 Patanga Crescent, Jordan Springs, NSW 2747","5 PATANGA CRESCENT JORDAN SPRINGS NSW"
101309,GANSW718555869,"5 Burnet Court, Ropes Crossing, NSW 2760","5 BURNET COURT ROPES CROSSING NSW"
101310,GANSW718564062,"5 O'Donoghue Street, Ropes Crossing, NSW 2760","5 O'DONOGHUE STREET ROPES CROSSING NSW"
101311,GANSW718128362,"5 Avoca Street, Ropes Crossing, NSW 2760","5 AVOCA STREET ROPES CROSSING NSW"
101312,GANSW718559469,"5 Fenner Place, Ropes Crossing, NSW 2760","5 FENNER PLACE ROPES CROSSING NSW"
101313,GAVIC425323187,"5 Wathaurong Drive, Lara, VIC 3212","5 WATHAURONG DRIVE LARA VIC"
101314,GAQLD425332159,"5 Morris Crescent, Bellbird Park, QLD 4300","LOT 425 5 MORRIS CRESCENT BELLBIRD PARK QLD"
101315,GAQLD425335014,"5 Welge Street, Bellbird Park, QLD 4300","LOT 507 5 WELGE STREET BELLBIRD PARK QLD"
101317,GANSW718528844,"5 Donovan Circuit, Ropes Crossing, NSW 2760","5 DONOVAN CIRCUIT ROPES CROSSING NSW"
101318,GAQLD425241754,"5 Sandell Street, Yarrabilba, QLD 4207","LOT 469 5 SANDELL STREET YARRABILBA QLD"
101319,GAQLD425237356,"5 Boice Street, Yarrabilba, QLD 4207","LOT 483 5 BOICE STREET YARRABILBA QLD"
101320,GAWA_718524091,"5 Potton Rise, Alkimos, WA 6038","5 POTTON RISE ALKIMOS WA"
101321,GAVIC425276709,"5 Finch Court, Drouin, VIC 3818","5 FINCH COURT DROUIN VIC"
101322,GAQLD425331339,"5 Lindwall Court, Springfield Lakes, QLD 4300","LOT 2332 5 LINDWALL COURT SPRINGFIELD LAKES QLD"
101323,GANSW718581799,"5 Carlton Street, Chippendale, NSW 2008","5 CARLTON STREET CHIPPENDALE NSW"
101324,GAQLD425332332,"5 Neroli Drive, Springfield Lakes, QLD 4300","LOT 2599 5 NEROLI DRIVE SPRINGFIELD LAKES QLD"
101325,GAVIC719425169,"5 Nightingale Street, Fraser Rise, VIC 3336","5 NIGHTINGALE STREET FRASER RISE VIC"
101326,GAWA_718524394,"5 Segovia Street, Baldivis, WA 6171","5 SEGOVIA STREET BALDIVIS WA"
101327,GAWA_718486113,"5 Niagara Street, Baldivis, WA 6171","5 NIAGARA STREET BALDIVIS WA"
101328,GAWA_718487443,"5 Venetian Way, Baldivis, WA 6171","5 VENETIAN WAY BALDIVIS WA"
101329,GANSW718616656,"5 Goss Loop, Oran Park, NSW 2570","5 GOSS LOOP ORAN PARK NSW"
101330,GANSW718616172,"5 Geoghegan Circuit, Oran Park, NSW 2570","5 GEOGHEGAN CIRCUIT ORAN PARK NSW"
101331,GANSW718614090,"5 Carden Street, Oran Park, NSW 2570","5 CARDEN STREET ORAN PARK NSW"
101332,GANSW718615491,"5 Ekins Street, Oran Park, NSW 2570","5 EKINS STREET ORAN PARK NSW"
101333,GANSW718619455,"5 Murphy Street, Oran Park, NSW 2570","5 MURPHY STREET ORAN PARK NSW"
101334,GAQLD425342556,"5 Carew Street, Yarrabilba, QLD 4207","LOT 437 5 CAREW STREET YARRABILBA QLD"
101335,GAQLD425239832,"5 Macnab Street, Yarrabilba, QLD 4207","LOT 456 5 MACNAB STREET YARRABILBA QLD"
101336,GAQLD425345217,"5 Schroeder Street, Yarrabilba, QLD 4207","LOT 527 5 SCHROEDER STREET YARRABILBA QLD"
101337,GAQLD425384553,"5 Carpenter Street, Yarrabilba, QLD 4207","LOT 631 5 CARPENTER STREET YARRABILBA QLD"
101338,GAVIC425156265,"5 Brightstone Drive, Clyde North, VIC 3978","5 BRIGHTSTONE DRIVE CLYDE NORTH VIC"
101339,GAQLD425346544,"5 Aurora Road, Tannum Sands, QLD 4680","LOT 7 5 AURORA ROAD TANNUM SANDS QLD"
101341,GANSW718558823,"5 Devlin Drive, Gledswood Hills, NSW 2557","5 DEVLIN DRIVE GLEDSWOOD HILLS NSW"
101342,GANSW718560501,"5 Gracedale View, Gledswood Hills, NSW 2557","5 GRACEDALE VIEW GLEDSWOOD HILLS NSW"
101343,GANSW718554026,"5 Amberley Street, Gledswood Hills, NSW 2557","5 AMBERLEY STREET GLEDSWOOD HILLS NSW"
101344,GANSW718556042,"5 Caledonia Crescent, Gledswood Hills, NSW 2557","5 CALEDONIA CRESCENT GLEDSWOOD HILLS NSW"
101345,GAQLD425490553,"5 Christie Crescent, Bellbird Park, QLD 4300","LOT 451 5 CHRISTIE CRESCENT BELLBIRD PARK QLD"
101346,GAQLD425491490,"5 Hall Court, Bellbird Park, QLD 4300","LOT 496 5 HALL COURT BELLBIRD PARK QLD"
101347,GAQLD425409102,"5 Mcgregor Place, Springfield Lakes, QLD 4300","LOT 2407 5 MCGREGOR PLACE SPRINGFIELD LAKES QLD"
101348,GAQLD425346012,"5 Winterpeak Close, Yarrabilba, QLD 4207","LOT 115 5 WINTERPEAK CLOSE YARRABILBA QLD"
101349,GAQLD425429825,"5 Treeline Circuit, Yarrabilba, QLD 4207","LOT 157 5 TREELINE CIRCUIT YARRABILBA QLD"
101350,GAVIC425158002,"5 Coolana Drive, Clyde North, VIC 3978","5 COOLANA DRIVE CLYDE NORTH VIC"
101351,GAVIC425159617,"5 Ellaroo Circuit, Clyde North, VIC 3978","5 ELLAROO CIRCUIT CLYDE NORTH VIC"
101352,GAWA_718548148,"5 Agora Lane, Alkimos, WA 6038","5 AGORA LANE ALKIMOS WA"
101353,GAWA_718624304,"5 Aspe Way, Alkimos, WA 6038","5 ASPE WAY ALKIMOS WA"
101354,GAWA_718629264,"5 Malia Ramble, Alkimos, WA 6038","5 MALIA RAMBLE ALKIMOS WA"
101355,GAVIC425276089,"5 Edinburgh Circuit, Bundoora, VIC 3083","5 EDINBURGH CIRCUIT BUNDOORA VIC"
101356,GAVIC425277794,"5 Greenwich Crescent, Bundoora, VIC 3083","5 GREENWICH CRESCENT BUNDOORA VIC"
101357,GAVIC425161060,"5 Giong Lane, Sunshine West, VIC 3020","5 GIONG LANE SUNSHINE WEST VIC"
101358,GAQLD425407454,"5 Freshwater Court, Springfield Lakes, QLD 4300","LOT 439 5 FRESHWATER COURT SPRINGFIELD LAKES QLD"
101359,GAVIC719413968,"5 Amble Way, Weir Views, VIC 3338","5 AMBLE WAY WEIR VIEWS VIC"
101360,GANSW718598148,"5 Cordyline Loop, Jordan Springs, NSW 2747","5 CORDYLINE LOOP JORDAN SPRINGS NSW"
101361,GANSW718608114,"5 Wildflower Circle, Jordan Springs, NSW 2747","5 WILDFLOWER CIRCLE JORDAN SPRINGS NSW"
101362,GANSW718646990,"5 Mulla Avenue, Jordan Springs, NSW 2747","5 MULLA AVENUE JORDAN SPRINGS NSW"
101363,GAWA_718548882,"5 Bryde Mews, Alkimos, WA 6038","5 BRYDE MEWS ALKIMOS WA"
101364,GAWA_718551721,"5 Needletail Avenue, Alkimos, WA 6038","5 NEEDLETAIL AVENUE ALKIMOS WA"
101365,GAVIC425309064,"5 Bursaria Street, Jackass Flat, VIC 3556","5 BURSARIA STREET JACKASS FLAT VIC"
101366,GAVIC719412768,"5 Sedgeman Street, Fraser Rise, VIC 3336","5 SEDGEMAN STREET FRASER RISE VIC"
101367,GAVIC425278916,"5 Honeydew Street, Mickleham, VIC 3064","5 HONEYDEW STREET MICKLEHAM VIC"
